"jilang","jilangga"
"jilavem","jilabumbi"
"jilak","jilakan"
"jilihang","jilihangga"
"jilhan","jilgan"
"jilhanem","jilganambi"
"jim","jimbi"
"jim genem","jime genembi"
"jing","jing"
"jinggangshi","jingggangši"
"jinggaulem","jinggoolembi"
"jingji","jingji"
"jingkin","jingkini"
"jings","jingse"
"jings fungal","jingse funggala"
"jings mo","jingse moo"
"jings mo arsen","jingse moo arsun"
"jingsk","jingseku"
"jingyü","jingyu"
"jintan","junta"
"jir jar","jir jiyar"
"jiram","jiramin"
"jird jasd","jirde jiyarde"
"jirheng","jergingge"
"jirheng even","jergingge efen"
"jirheng mantu","jergingge mantu"
"jirhi","jergi"
"jirhi ilhi","jergi ilhi"
"jirhi jirhi","jergi jergi"
"jirhi tangkan","jergi tangkan"
"jirveng jarveng","jirweng jiyarweng"
"jirham","jirgambi"
"jis","jise"
"jis tandem","jise tandembi"
"jisilem","jiselembi"
"jither","jither"
"jiti","jiti"
"jitijingji","jitijingji"
"jitizhuyi","jitijuyi"
"jiverem","jiberembi"
"jiverevem","jiberebumbi"
"jiverku","jiberku"
"jivtem","jibtembi"
"jivten","jibten"
"jiha","jiha"
"jiha duilem","jiha duilembi"
"jiba ilha","jiha ilha"
"jiha ivim","jiha efimbi"
"jiha ulini bait","jiha ulini haita"
"jiha xim","jiha simbi"
"jiha zhim","jiha jembi"
"jihanem","jihanambi"
"jo jiha","jiyo jilia"
"jököm","jukimbi"
"jökövum","jukibumbi"
"jöli","giyolo"
"jöli","joli"
"jölvin","jolfin"
"jöqivem","jocibumbi"
"jöri","juwari"
"jöri döxüm","juwari dosimbi"
"jörim","jorimbi"
"jörin","jorin"
"jüjü","jiyu jiyu"
"jüjüm","jijumbi"
"jüjün","jijun"
"jükqa","jibca"
"jürü","juru"
"jüvhun","jibehun"
"jüxihu","jušuhe"
"jüxihukun","jušuhuken"
"jüxihun","jušuhun"
"jüxihun mo","jušuhun moo"
"jüxihun äri","jušuhun ari"
"jüxünum","jušunembi"
"kechen","hecen"
"kederem","kederembi"
"kederevem","kederebumbi"
"keguan","keguwan"
"kejine","kejine"
"kekerem","kekerembi"
"keksevem","keksebumbi"
"kekte kakta","kekte kakta"
"keleng kaleng","keleng kaleng"
"kelterem","kelterembi"
"kelterevem","kelterebumbi"
"kemeni","kemuni"
"kemnem","kemnembi"
"kemnem kerchem","kemneme kercembi"
"kemun","kemun"
"kemung","kemungge"
"kengke","hengke"
"kengs","kengse"
"kengs las'h","kengse las'ha"
"kenhunzhiku","kenehunjecuke"
"kenhunzhim","kenehunjembi"
"kenhunzhivem","kenehunjebumbi"
"kenji","kenji"
"kerchem","kercembi"
"kercheng karcheng","kerceng karceng"
"kerem","ketemu"
"kerem","kerembi"
"kert kert","kert kert"
"kerulum","kerulembi"
"kerun","kerun"
"keske","kesike"
"ketkenem","ketkenembi"
"ketnan","ketman"
"kev","keb"
"kev kav","keb kab"
"kevel","hefeli"
"kevs","kebse"
"kevsem","kebsimbi"
"kexi","kesi"
"kezhang","kejang"
"kiangkian","kiyangkiyan"
"kiang kiang","kiyang kiyang"
"kiangchang","kiyangcang"
"kiangdu","kiyangdu"
"kiangdukun","kiyangdukan"
"kiarim","kiyarimbi"
"kiarim sorum","kiyarime sorombi"
"kiarim vam","kiyarime wambi"
"kias","hiyas"
"kiavar kiavar","kiyawar kiyawar"
"kiave utku","kiyaba etuku"
"kichebe","kicebe"
"kichem","klcembi"
"kichen","kicen"
"kichevem","kicebumbi"
"kidum","kidumbi"
"kilo","kilo"
"kilvem","kilfimbi"
"kima","kima"
"kimin","simen"
"kimqim","kimcimbi"
"kimqin tam","kimcime tuwambi"
"kimulem","kimulembi"
"kimun","kimun"
"kimun fulham","kimun fulhambi"
"kimun giam","kimun gaimbi"
"kina ilha","kina ilha"
"kiolku","kilakū"
"kioro","kiyoro"
"kioro tatem","kiyoro tatambi"
"kir mörin","kir morin"
"kiram","hirambi"
"kirim","kirimbi"
"kirivem","kiribumbi"
"kiru","kiru"
"kisalem","hisalambi"
"kis'ham","his'hambi"
"kis'han","his'han"
"kiterem","hiterembi"
"kiterevem","hiterebumbi"
"kivchan","hibcan"
"kivcharem","hibcarambi"
"kivcharevem","hibcarabumbi"
"kivsu","hibsu"
"kokol","kukulu"
"kotaqin","k'otacin"
"kovor","koboro"
"ku","ku"
"ku","ku"
"kuaiji","kuwaiji"
"kualem","kuwalambi"
"kuanglang pianglang","kuwanglang piyanglang"
"kuariangning","kuwariyang ningge"
"kudum","kudumbi"
"kui","kui"
"kuilem","kuilembi"
"kuku","kuku"
"kukun","hukun"
"kukung","kukungge"
"kukur","kukuri"
"kuli","kuli"
"kult kalt","kult kalt"
"kum","kumbi"
"kumdu","kumdu"
"kumdustun","kumdustun"
"kumulum","buheliyembi"
"kumun","kumun"
"kumuxi","kumusi"
"kundulum","kundulembi"
"kunduluvum","kundulebumbi"
"kungdung kangdang","kungdung kangdang"
"kungsun va","kungšun wa"
"kunusun","kunesun"
"kur","huru"
"ku ren","kuren"
"kuren gakxi","kuren gaksi"
"kurf","kurbu"
"kurin","kuren"
"kurin karin","kurin karin"
"kurku","kurku"
"kurtun","kurtun"
"kurudum","kurudumbi"
"kurum","kurume"
"kurum","kurumbi"
"kurunda","kurunda"
"kuruvum","kurubumbi"
"kurvo","kurbo"
"kurvum","kurbumbi"
"kurkaraku","kurkarakū"
"kus kas","kus kas"
"kutulum","kutulembi"
"kutuluvum","kutulebumbi"
"kutung","kutung"
"kutung katang","kutung katang"
"kutusung","kutusungge"
"kuvun","kubun"
"kuvun qikten","kubun cikten"
"kuvun hoh","kubun hoho"
"kuvung","kubungge"
"kuxi","huwesi"
"kuxilem","huwesilembi"
"ketar uqi","kiyatar uce"
"kethun","hitahūn"
"la","la"
"laba","laba"
"laiqin","nacin"
"laihutu","laihūtu"
"lak lak","lak lak"
"lak sim","lak seme"
"lal","lala"
"lal beda","lala buda"
"lal tiqim","lala tucimbi"
"lalaji","lalanji"
"lam","lama"
"lam ihe","lama niyehe"
"lamey taqihian","lamai tacihiyan"
"lamun","lamun"
"lang","lang"
"lang even","lang efen"
"langevem","langgabumbi"
"langu","lang'ū"
"langs","langse"
"langtu","langtu"
"langtulum","langtulembi"
"lanlevem","lanlebumbi"
"larvahun","larbahūn"
"las'helem","las'halambi"
"las'helen","las'halan"
"las'hetei","las'hatai"
"lata","lata"
"latem","latumbi"
"latem banjim","latume banjimbi"
"latevem","latubumbi"
"latunjim","latunjimbi"
"lau","loo"
"lau bo","loo boo"
"laushi","looši"
"lavdu","labdu"
"lavduli","labduli"
"lavdung","labdungge"
"lavdukendi","labdukandi"
"lavdukun","labdukan"
"lavelem","labalambi"
"lazhun","lajun"
"lazhuken","lajukan"
"lahchaku","lakcanakū"
"lahchem","lakcambi"
"lahchem","lakcame"
"lahchen","lakcan"
"lahs lahs","laksa laksa"
"lahsem","laksambi"
"lahsevem","laksabumbi"
"lahsezhim","laksajambi"
"leder leder","leder leder"
"leder hongun","ledere honggon"
"lef","lefu"
"lehderem","lekderembi"
"leiqul","leiehiol"
"lek","leke"
"lekem","lekembi"
"lekeng lakeng","lekeng lakang"
"lekevem","lekebumbi"
"lekseng lekseng","lekseng lekseng"
"lengches","lengcese"
"ler ler","ler ler"
"leulechem","leolecembi"
"leulem","leolembi"
"leulen","leolen"
"leulevem","leolebumbi"
"leus","loose"
"levden","lebdehun"
"leveng laveng","lebeng labang"
"levsem","lebsembi"
"levseng levseng","lebseng lebseng"
"levterem","lebterembi"
"li","nei"
"li","li"
"lilim","liyeliyembi"
"liekim","lakiyambi"
"liekivem","lakiyabumbi"
"lim","neimbi"
"lite late","lite lata"
"liter later","liter later"
"livam","lifambi"
"livavem","lifabumbi"
"livem","neibumbi"
"lodor lodor","lodor lodor"
"lol xög","lol sogi"
"loli fodoh","loli fodoho"
"lomi","lomi"
"lang sim","long sembi"
"longkon","longkon"
"los","losa"
"lotong lotong","lotong lotong"
"lotos bela","lotos bula"
"lohu","loho"
"lu latem","lu latumbi"
"luk luk","luk luk"
"luk sim halhun","luk seme halhūn"
"luksum","luksimbi"
"luku","luku"
"luku buzhan","luku bujan"
"lulu lala","lulu lala"
"lumbur lumbur","lumbur lumbur"
"lumburzhim","lumburjambi"
"luka","luka"
"lukam","lukambi"
"lädim","laidambi"
"lätku","laidakū"
"läxihim","lasihimbi"
"läxihim arem","lasihime arambi"
"läxihir herhen","lasihira hergen"
"läxihivem","lasihibumbi"
"lölö","liyoliyo"
"lövidem","lobidambi"
"lövie","lobi"
"lövie hutu","lobi hutu"
"lü","liyu"
"lüs","liyuse"
"ma","ma"
"ma","muwa"
"ma ar","muwa ara"
"ma bos","muwa boso"
"ma duha","muwa duha"
"ma feta","muwa futa"
"ma sim","muwa seme"
"ma sus'ha","muwa suksaha"
"machem","macumbi"
"machuhulji","macuhūlji"
"machuqun","macuhūn"
"machuhunzhi","macuhūnjy"
"madem","madambi"
"madevem","madabumbi"
"maf","mafa"
"maf","mafa"
"mafa gurun","mafa gurun"
"mafe ilha","mafa ilha"
"mafari","mafari"
"mailasun","mailasun"
"maiman","maiman"
"mais","maise"
"maisey sal","maisei salu"
"maitu","maitu"
"maitulum","maitulambi"
"maikan","maikan"
"maji malhun","majige malhūn"
"majig","majige"
"majig sim","majige seme"
"makeszhuyi","makesjuyi"
"mal","malu"
"maltem","maltambi"
"malhun","malhūn"
"malhushim","malhūšambi"
"mam emh","mama emhe"
"mame","mama"
"mame köthun","mama kitahūn"
"mamelxa","mamelsiya"
"mamgiam","mamgiyambi"
"mamgiam fayivem","mamgiyame fayabumbi"
"manchih","mancaha"
"manem","manambi"
"mang","mangga"
"mang suilachiku","mangga suilacuka"
"mangetem","manggatambi"
"mangi","manggi"
"mangus","mangguse"
"mangshim","manggašambi"
"mangkan","mangkan"
"mangken","manggakan"
"mantem","mandumbi"
"mantu even","mantu efen"
"manu","manu"
"manzhu","manju"
"marem","marambi"
"marevem","marabumbi"
"marim","marimbi"
"marivem","maribumbi"
"mas","mase"
"mas","maša"
"mathen","madagan"
"mathen mungun","madagan menggun"
"mausan","moošan"
"mauzhun","moojun"
"mave","mabu"
"mavelem","mabulambi"
"mayim","mayambi"
"mayimbum","mayambumbi"
"mayin","mayan"
"mahal","mahala"
"mahtechem","maktacambi"
"mahtem","maktambi"
"mahtevem","maktabumhi"
"mahu","mahū"
"mahulum","mahūlambi"
"mahxim","maksimbi"
"mahxin","maksin"
"mahzhan","makjan"
"maken","muwakan"
"maken","maka"
"mechen","mucen"
"mechen ku","mucen ku"
"mechen ner","mucen nere"
"medam","mudalimbi"
"medan","mudalin"
"medan","mudan"
"medang","mudangga"
"medang xidang","mudangga sidangga"
"mederi","mederi"
"mehezhen","mehejen"
"mehtem","mektembi"
"mehten","mekten"
"mehtevem","mektebumbi"
"mei","mei"
"meih","meihe"
"meimeni","meimeni"
"meita","meita"
"meita orun","meita oron"
"meihel","meihel"
"mejig","mejige"
"melem","melembi"
"melh beda","melehe buda"
"memerem","memerembi"
"memerku","memereku"
"menen","menen"
"menerem","menerembi"
"menerevem","menerebumbi"
"menehun","menehun"
"meng","mengge"
"mengkerem","mengkerembi"
"mengkerevem","mengkerebumbi"
"mentuhuken","mentuhuken"
"mentuhun","mentuhun"
"menzhang","mujangga"
"mer","mere"
"mer ilha","meren ilha"
"merh","merhe"
"merhedem","merhedembi"
"merhedevem","merhedebumbi"
"merhen","mergen"
"merkim","merkimbi"
"mersa","mursa"
"mersen","mersen"
"mersim","mersembi"
"merteni","merteni"
"mes","muse"
"meter","metere"
"meya","muya"
"meyahun","muyahūn"
"meyelem","meyelembi"
"meyin","meyen"
"mezhaken","mujakan"
"mialim","miyalimbi"
"mialh","miyalha"
"mialku","miyalakū"
"miamim","miyamimbi"
"miamim dastem","miyamime dastambi"
"miamhan","miyamigan"
"miangerem","miyanggarambi"
"mians ohtu","miyanse okto"
"miau","miyoo"
"miauchulum","miyoocalambi"
"miauchun","miyoocan"
"miauchun has'h","miyoocani has'ha"
"miaulem","miyoolembi"
"miauri","miyoori"
"miauxilzhim","miyoosiljembi"
"michalen","micalan"
"michan","micihiyan"
"mihirem","meiherembi"
"mijilem","meijelembi"
"mijilevem","meijelebumbi"
"milarem","milarambi"
"milarevem","milarabumbi"
"milahun","milahūn"
"mimi hälin","mimi hailan"
"minbing","minbing"
"mingan","minggan"
"mingan ixim","minggan isime"
"minglingzhuyi","minglingjuyi"
"mingming gargar","mingming gargar"
"mingsalen","mingsalen"
"mining","miningge"
"miqis","micit"
"mirin","meiren"
"mirilem","meirelembi"
"mishu","mišu"
"misun","misun"
"misun fian","misun fiyan"
"mis'halem","mis'halambi"
"mis'han","mis'han"
"mitem","meitembi"
"miter","miter"
"mitevem","meitebumbi"
"mivan","mifan"
"mivin","meifen"
"mixi","misi"
"mixin","misin"
"mihadem","mihadambi"
"mihan","mihan"
"mo","moo"
"mo tongsk","moo tongsikū"
"mochua","moco"
"mochu ximhun","moco simhun"
"mochedem","mocodombi"
"mogo","mogo"
"mol","mol"
"molo","mola"
"molto","molto"
"molum","molombi"
"moluvum","molobumbi"
"momulzhum","momuljembi"
"mond","mondo"
"mong","monggo"
"mong bo","monggo boo"
"mongun","monggon"
"moni","monio"
"monum","monombi"
"mor","moro"
"mor huazhik ilha","moro hūwajakū ilha"
"morin","morin"
"moris'hun","moris'hūn"
"morohun","morohon"
"motoche","motoce"
"moy nahen","mooi nahan"
"moy xüxih","mooi šusiha"
"mohchum","mokcombi"
"mohotolo","mohotolo"
"mohotu","mokto"
"mohsulum","moksolombi"
"mohtur","moktor"
"mohum","mohombi"
"moburka","mohūrk'a"
"mohurku","monggorokū"
"mohuvum","mohobumbi"
"mokun","mukūn"
"mu","mu"
"mudan","mudan"
"mudang xidang","mudangga sidangga"
"muduri","muduri"
"muhdem","mukdembi"
"muhden","mukden"
"muhden hotun","mukden hoton"
"muheren","muheren"
"muhsalem","mukšalambi"
"muhsan","mukšan"
"muhsum","muksembi"
"muhulin","muheliyen"
"muhum","mehumbi"
"mujan","mujiyan"
"mujilen","mujilen"
"mujilen evezhim","'mujilen efujembi"
"mujin","mujin"
"muku","muke"
"mukuy ihan","mukei ihan"
"mukulum","mukelembi"
"mukum","mukiyembi"
"mukuvum","mukiyebumbi"
"mul","mulu"
"mult galt","mult galt"
"multulum","multulembi"
"multuluvum","multulebumbi"
"multuzhum","multujembi"
"mumuhu","mumuhu"
"munahun","munahūn"
"mungan","munggan"
"mungun","menggun"
"munguni fian","mengguni fiyan"
"muqim","micumbi"
"muqivem","micubumbi"
"mur","muru"
"mur bi","muru bi"
"mur mudaku","muru mudakū"
"muram","murambi"
"murh farhun","murhu farhūn"
"murshim","murušembi"
"murung","murungga"
"murung mudang","murungga mudangga"
"mutum","mutembi"
"mutum","mutumbi"
"mutun","muten"
"mutun","mutun"
"mutun bengshen","muten bengšen"
"mutursu","mutursu"
"muxi","musioi"
"muxi qiqke","mušu cecike"
"muzhaku","mujakū"
"muhalim","muhaliyambi"
"muhalin","muhaliyan"
"muhasen","muhašan"
"mä mä","miya miya"
"mä qa","miya ciya"
"mämin","miyamimbi"
"mänqo","monciyo"
"mönjim","monjimhi"
"mönjirem","monjirambi"
"mönjirevem","monjirabumbi"
"mörilem","morilambi"
"mörimbi","morimbi"
"mörin","morin"
"mörin fehxim","morin feksimbi"
"mörin qiqike","morin cecike"
"möring","moringga"
"mörivem","moribumbi"
"mörivem nimem","moribume nimembi"
"mörtei","moritai"
"mörku","morikū"
"möxilzhim","miyosiljembi"
"möxikung","miyoosikūngge"
"möxikung töxkung","miyoosikūng tiyoosikūng"
"na","na"
"nad uxiha","nadan usiha"
"naden","nadan"
"nadenzhi","nadanju"
"nadenzhemu","nadanju emu"
"nadqi","nadaci"
"nainem","naihūmbi"
"nainevem","naihūbumbi"
"namas","namas"
"namelem","namalambi"
"namelevem","namalabumbi"
"namevem","nambumbi"
"namsim","namšambi"
"namu","namu"
"namun","namun"
"nan","niyalma"
"nangin","nanggin"
"nanthun","nantuhūn"
"nanthun haven","nantuhūn hafan"
"nanthurum","nantuhūrambi"
"nanthuruvum","nantuhūrabumbi"
"nar nar","nar nar"
"narem","narambi"
"naren","naren"
"narhenzhim","narahūnjambi"
"narhun","narhūn"
"narhun ar","narhūn ara"
"narhun duha","narhūn duha"
"narhushim","narhūšambi"
"narhushivem","narhūšabumbi"
"nasichun","nasacun"
"nasichiku","nasacuka"
"nasim","nasambi"
"nasivem","nasabumbi"
"nas'hulum","nas'hūlambi"
"nas'hun","nas'hūn"
"nataqin","natacin"
"nay mumuhu","nai mumuhu"
"nahche","nakcu"
"nahelem","nahalambi"
"nahen","nahan"
"nakem","nakambi"
"ne","ne"
"ne jiha","ne jiha"
"ne zhe","ne je"
"nehem","lehembi"
"nehu","nehu"
"neigelem","neigelembi"
"nekelin","nekeliyen"
"neku","neku"
"nekulem","nekulembi"
"nemem","nemembi"
"nemevem","nemebumbi"
"nemsim","nemšembi"
"nemsku","nemšeku"
"nemu","nemu"
"nendem","nendembi"
"nenden","nenden"
"nenden ilha","nenden ilha"
"nendevem","nendebumbi"
"neneh","nenehe"
"neneh zhalen","nenehe jalan"
"nenem","neneme"
"nengelem","nenggelembi"
"nengem","nenggembi"
"neqihim","necihiyembi"
"neqihivem","necihiyem bumbi"
"neqikten","neciken"
"neqikendi","necikendi"
"neqim","necimbi"
"neqin","necin"
"neqin tal","necin tala"
"neqinjim","necinjimbi"
"neqivem","necibumbi"
"ner","nere"
"ner ner","ner ner"
"nerem","nerembi"
"nerevem","nerebumbi"
"nerhind","nerginde"
"nesuken","nesuken"
"niamang","niyamangga"
"niamang gisun","niyamangga gisun"
"niamen","niyaman"
"niamen tuksum","niyaman tuksimbi"
"niamen zhavem","niyaman jafambi"
"niamen zhak","niyaman jaka"
"niamen honqihi","niyaman hūncihin"
"niamershim","niyamaršambi"
"niamershivem","niyamaršabumbi"
"niamnim","niyamniyambi"
"niangem","niyanggūmbi"
"niangevem","niyanggūbumbi"
"niangniang","niyangniyang"
"niauqang","niyoociyang"
"nichem","niyecembi"
"nichem xönjim","niyeceme sonjombi"
"nichuh","nicuhe"
"nichum","nicumbi"
"nihin","neigen"
"nihin neqin","neigen necin"
"nikem","nikembi"
"nikendum","nikendumbi"
"nikevem","nikebumbi"
"nilmahun","niolmuhan"
"nilmahun ba","niolmuhan ba"
"nimalen","nimalan"
"nimalen hälin","nimalan hailan"
"niman","niman"
"niman deverhen","niman deberen"
"niman tatem","niman tatambi"
"niman sal","niman salu"
"nimang","nimanggi"
"nimah","umiyaha"
"nimechiku","nimecuke"
"nimem","nimembi"
"nimeng","nimenggi"
"nimenglem","nimenggelembi"
"nimevem","nimebumbi"
"nimku langevem","nimeku langgabumbi"
"nimkulem","nimekulembi"
"nimkung","nimekungge"
"nimku","nimeku"
"nimku aqim","nimeku aššambi"
"nimha","nimaha"
"ningkin","nekeliyen"
"ningnier","niyengniyeri"
"ningnier döxüm","niyengniyeri dosimbi"
"ningnier dölin","niyengniyeri dulin"
"ninirshim","niyeniyeršembi"
"niongum","nonggimbi"
"niongun","yonggan"
"nionguvem","nonggibumbi"
"niorun","nioron"
"niohun","niohon"
"nir","niyere"
"nireken","niyereken"
"nis","nise"
"nomun","nomun"
"nomhun","nomhon"
"nor","noro"
"norung ba","norongge ba"
"norhum","nurhūmbi"
"norhum tem","nurhūme tombi"
"nothu","notho"
"nuanhu","nuwanhū"
"nukim","nukimbi"
"nukivem","nukibumbi"
"nukqim","nukcimbi"
"nukqivem","nukcibumbi"
"nukt","nukte"
"nuktulum","nuktelembi"
"nun","nun"
"nungar","nunggari"
"nungurhi","ninggurgi"
"nunguvum","nunggebumbi"
"nungnum","nungnembi"
"nungnuvem","nungnebumbi"
"nungu","ninggu"
"nungum","nunggembi"
"nure","nure"
"nus'hum","nus'humbi"
"nuzhalem","nujalambi"
"nuzhan","nujan"
"närhidem","largidambi"
"närhin","iargin"
"nüarishim","niowarišambi"
"nümku","nimeku"
"nümsulum","umiyesulembi"
"nümsun","umiyesun"
"nüngnian","niowanggiyan"
"nüngnian zhiku","niowanggiyan jeku"
"nüngniah","niwangniyaha"
"nüngqi","ningguci"
"nüngun","ninggun"
"nünü","nioini"
"nünühu","nioinioihu"
"nür","niru"
"nür nimah","yerhuwe"
"o","o"
"ofi","ofi"
"oi","oi"
"oihorilem","oihorilambi"
"oinorilevem","oihorilabumbi"
"ojim","ojombi"
"oldum","olombi"
"oldum banzhim","olome banjembi"
"olji","olji"
"oljilem","oljilambi"
"oljilevem","oljilabumbi"
"olun","olon"
"olvin","olfin"
"olhoba","olhoba"
"olhoshim","olhošombi"
"olhu","olho"
"olhuchiku","olhocuka"
"olhum","olhombi"
"olhum","olhūma"
"olhun","olhon"
"olhuvum","olhobumbi"
"olhuvuh gulhie","olhobuha guilehe"
"olhukun","olhokon"
"om","omo"
"om","ombi"
"ominga","omingga"
"omir zhak","omire jaka"
"omol","omolo"
"omol sahenji","omoio sargan jui"
"omsun","omšon"
"omsun bia","omšon biya"
"omxi","omosi"
"omxi mame","omosi mama"
"omxirem","omsirembi"
"onchu","onco"
"onchu elhin","onco elgiyen"
"onchudum","oncodombi"
"onchuduvum","oncodobumbi"
"onchuhun","oncohon"
"onchukun","oncokon"
"ongul","onggolo"
"ongum","onggombi"
"ongur","onggoro"
"ongku","ongko"
"ongkulum","ongkolombi"
"onokchun","onokcun"
"oqi","oci"
"oqive","ocibe"
"ord","ordo"
"ori naden","orin nadan"
"ori nüngun","orin ninggun"
"ori uyin","orin uyun"
"oriamu","orin emu"
"orin","orin"
"oros","oros"
"orqi","orici"
"orulum","orolombi"
"orum","oromu"
"orun","oron"
"orun","urun"
"orun fönjim","urun fonjimbi"
"orhu","orho"
"osko","osko"
"oskoldi","oskoldi"
"osohu","osoho"
"os'hon","os'hon"
"os'hon","osohon"
"os'hokun","osohokon"
"otun","oton"
"oudum","okdombi"
"oudunjim","okdonjimbi"
"ouji","ooji"
"ovdun","obdon"
"ovulum","obolombi"
"ovum","obumbi"
"ovum","obombi"
"ovun","obon"
"ovur","oforo"
"ovur yangk","oforo niyaki"
"ovuruy fonku","oforoi fontoho"
"ovuruy sang","oforoi sangga"
"ovuruy samh","oforoi samha"
"ovuruy tura","oforoi tura"
"ovuvum","obobumbi"
"oyüng","oyonggo"
"ozhurung","ojorongge"
"ozhurku","ojorkū"
"ozhus'hun","ojos'hūn"
"ohaku","oho akū"
"ohod","ohode"
"oholum","oholombi"
"ohsum","oksombi"
"ohsun","okson"
"ohsuvum","oksobumbi"
"ohtu","okto"
"ohtulum","oktolombi"
"ohu","oho"
"ohudurn","ohodombi"
"ohur","ohoro"
"ohxim","oksimbi"
"ohxivem","oksibumbi"
"pachar pachar","pacar pacar"
"pailem","pailembi"
"pak pak daldem","pak pak daldambi"
"paka","pak'a"
"pakaning","pak'a ningge"
"paltari","paltari"
"pamp","pampu"
"pareng","parang"
"pareng xindam","parang sindambi"
"parkelzhim","parkaljambi"
"pau","poo"
"pau muhalin","poo muhaliyan"
"piak piak","piyak piyak"
"pial xindam","piyal sindambi"
"pialang pialang","piyalang piyalang"
"pialem","piyalambi"
"pialpial","piyalpiyal"
"pialt","piyalt"
"pialku","piyalakū"
"piar piar","piyar piyar"
"pikul tandem","pikul tandambi"
"pil","pili"
"pilpalaku","pilpalakū"
"pilt palt","pilt palt"
"pipik","pipik"
"pivo","piwo"
"piyas","piyas"
"pochong","pocong pocong"
"pochor pochor","pocor pocor"
"pok pok","pok pok"
"polt polt","polt polt"
"poltong poltong","poltong poltong"
"polum","polombi"
"poqi","pooci"
"por por","por por"
"potor potor","potor potor"
"pulu xis'he","pulu sis'he"
"pumpamaku","pumpamakū"
"pun zhahudai","pun jahūdai"
"pus","puseli"
"pus pas","pus pas"
"pusa","pusa"
"puskunum","puskunembi"
"puto","puto"
"putur patar","putur patar"
"putur putur","putur putur"
"puvang","pubang"
"qagan","cahin"
"qalangs","ciyalangse"
"qalem","ciyalembi"
"qalhinem","calginambi"
"qan","ciyase"
"qanbi","ciyanfi"
"qanengji","cananggi"
"qang qang","ciyang ciyang"
"qangtem","ciyanglembi"
"qangsel","ciyangsele"
"qangtulem","ciyangtulambi"
"qanqul","ciyanciol"
"qapak","ciyapak"
"qarani","cargi aniya"
"qas","caise"
"qavang qavang","ciyabang ciyabang"
"qaheng","cihangga"
"qemqi","camci"
"qemqim","comcombi"
"qemqivem","comcobumbi"
"qeqim","cacumbi"
"qeqivem","cacubumbi"
"qerhi","cargi"
"qerhi qerhideri","cargi cargideri"
"qexi","casi"
"qexinem","casinambi"
"qexiken","casikan"
"qifhan","lifahan"
"qihe","cihe"
"qihenem","cihenembi"
"qiheng","cihingge"
"qik","cike"
"qiken","cikin"
"qiktem","ciktembi"
"qikten","cikten"
"qiktevem","ciktebumbi"
"qikxim","ciksimbi"
"qikxin","ciksin"
"qilak","cilak"
"qilem","cilimbi"
"qilevem","cilibumbi"
"qilhe","cilhe"
"qilqin","cilcin"
"qilqinem","cilcinembi"
"qimar","cimari"
"qimken","cibsen"
"qimkendi","cibsekendi"
"qinen","cinen"
"qingdan","cingdan"
"qingjang","cingjiyang"
"qingke","cingke"
"qingsai","cingsai"
"qingkai","cingkai"
"qinqilem","cincilambi"
"qinqilevem","cincilabumbi"
"qinuhun","cinuhūn"
"qiqik giahun","cecike giyahūn"
"qiqike","cecike"
"qiqike","cicike"
"qiqikenem","cicikenembi"
"qir qar","cir ciyar"
"qira","cira"
"qira buchem","cira becembi"
"qiralem","ciralambi"
"qiralevem","ciralabumbi"
"qiray arvun","cirai arbun"
"qiraken","cirakan"
"qirhem","cirgambi"
"qirhevem","cirgabumbi"
"qis","cise"
"qisudem","cisudembi"
"qisui","cisui"
"qisui mujilen","cisui mujilen"
"qivam","cifambi"
"qivardem","cifardambi"
"qivavem","cifabumbi"
"qivaken","cibin"
"qivelem","cifelembi"
"qiveng","cifenggu"
"qiver qaver","ciwer ciyawar"
"qives","cifuse"
"qivqim","cibcimbi"
"qivqiveni","cibcibni"
"qivun","cifun"
"qivxim","cibsimbi"
"qivxim bodum","cibsime bodombi"
"qiyou","ciyoo"
"qihai","cihai"
"qihai gisirem","cihai gisurembi"
"qihalem","cihalambi"
"qihalen","cihalan"
"qihaku","cihakū"
"qökum","cokimbi"
"qör","coro"
"qökqöm","šokšorobi"
"qüjanem","cioijiyanembi"
"qülö","cioiliyo"
"qümqürum","cioimciorembi"
"qüng qüng","cioing cioing"
"qükqarnen","ciolkciyarhan"
"rendan","žendan"
"sa","sa"
"sabi","sabi"
"sabi","šabi"
"sabing","sabingga"
"sabing qiqike","sabingga cecike"
"sacha","saca"
"sachem","sacimbi"
"sachevem","sacibumbi"
"sadem","šadambi"
"sadevem","šadabumbi"
"sadulum","sadulambi"
"sadun","sadun"
"sago mechen","sago mucen"
"sai","sai"
"sailem","sailambi"
"sailem","sailambi"
"sailem","šayolambi"
"sais","saise"
"sais","saise"
"saisam","saišambi"
"saisavem","saišabumbi"
"saisilem","saiselembi"
"saivin","saifeng"
"saikan","saikan"
"sajas","sajiyas"
"saka","saka"
"sakelang","sakelang"
"sal","salu"
"salag arem","salag arambi"
"salang salang","salang salang"
"salem","salambi"
"salh beda","salaha buda"
"saljing","saljangga"
"salvar","salwar"
"salhang","salgangga"
"salhang mujilen","salgangga mujilen"
"salheven","salgabun"
"salhevheng","salgabuhangge"
"sam","sambi"
"sam","sambi"
"samavar","samawar"
"samdem","samdambi"
"samen","saman"
"samerem","samarambi"
"samerevem","samarabumbi"
"sampa","sampa"
"samxim","samsimbi"
"samxivem","samsibumbi"
"samh","samha"
"san","šan"
"sandalem","sandalambi"
"sandalevem","sandalabumbi"
